week,demand_units,retailer_id,sku_id
27,0.0,RET_6,SKU_1
28,0.0,RET_6,SKU_1
29,0.0,RET_6,SKU_1
30,0.0,RET_6,SKU_1
31,0.0,RET_6,SKU_1
32,0.0,RET_6,SKU_1
33,0.0,RET_6,SKU_1
34,0.0,RET_6,SKU_1
35,0.0,RET_6,SKU_1
36,0.0,RET_6,SKU_1
37,0.0,RET_6,SKU_1
38,0.0,RET_6,SKU_1
39,0.0,RET_6,SKU_1
40,0.0,RET_6,SKU_1
41,0.0,RET_6,SKU_1
42,0.0,RET_6,SKU_1
43,0.0,RET_6,SKU_1
44,98.78802060732558,RET_6,SKU_1
45,0.0,RET_6,SKU_1
46,0.0,RET_6,SKU_1
47,0.0,RET_6,SKU_1
48,0.0,RET_6,SKU_1
49,0.0,RET_6,SKU_1
50,0.0,RET_6,SKU_1
51,0.0,RET_6,SKU_1
52,0.0,RET_6,SKU_1
1,0.0,RET_6,SKU_2
2,0.0,RET_6,SKU_2
3,0.0,RET_6,SKU_2
4,0.0,RET_6,SKU_2
5,174.7477838196623,RET_6,SKU_2
6,0.0,RET_6,SKU_2
7,0.0,RET_6,SKU_2
8,0.0,RET_6,SKU_2
9,0.0,RET_6,SKU_2
10,0.0,RET_6,SKU_2
11,0.0,RET_6,SKU_2
12,0.0,RET_6,SKU_2
13,0.0,RET_6,SKU_2
14,0.0,RET_6,SKU_2
15,0.0,RET_6,SKU_2
16,0.0,RET_6,SKU_2
17,0.0,RET_6,SKU_2
18,0.0,RET_6,SKU_2
19,192.94733263714883,RET_6,SKU_2
20,0.0,RET_6,SKU_2
21,0.0,RET_6,SKU_2
22,0.0,RET_6,SKU_2
23,0.0,RET_6,SKU_2
24,170.67794518416835,RET_6,SKU_2
25,0.0,RET_6,SKU_2
26,0.0,RET_6,SKU_2
27,0.0,RET_6,SKU_2
28,0.0,RET_6,SKU_2
29,0.0,RET_6,SKU_2
30,0.0,RET_6,SKU_2
31,0.0,RET_6,SKU_2
32,0.0,RET_6,SKU_2
33,0.0,RET_6,SKU_2
34,0.0,RET_6,SKU_2
35,0.0,RET_6,SKU_2
36,0.0,RET_6,SKU_2
37,0.0,RET_6,SKU_2
38,0.0,RET_6,SKU_2
39,0.0,RET_6,SKU_2
40,0.0,RET_6,SKU_2
41,0.0,RET_6,SKU_2
42,0.0,RET_6,SKU_2
43,0.0,RET_6,SKU_2
44,0.0,RET_6,SKU_2
45,0.0,RET_6,SKU_2
46,0.0,RET_6,SKU_2
47,0.0,RET_6,SKU_2
48,0.0,RET_6,SKU_2
49,0.0,RET_6,SKU_2
50,0.0,RET_6,SKU_2
51,0.0,RET_6,SKU_2
52,161.70343892113982,RET_6,SKU_2
1,0.0,RET_6,SKU_3
2,0.0,RET_6,SKU_3
3,0.0,RET_6,SKU_3
4,0.0,RET_6,SKU_3
5,0.0,RET_6,SKU_3
6,0.0,RET_6,SKU_3
7,0.0,RET_6,SKU_3
8,0.0,RET_6,SKU_3
9,0.0,RET_6,SKU_3
10,0.0,RET_6,SKU_3
11,0.0,RET_6,SKU_3
12,0.0,RET_6,SKU_3
13,0.0,RET_6,SKU_3
14,0.0,RET_6,SKU_3
15,0.0,RET_6,SKU_3
16,0.0,RET_6,SKU_3
17,0.0,RET_6,SKU_3
18,0.0,RET_6,SKU_3
19,129.60034890171343,RET_6,SKU_3
20,0.0,RET_6,SKU_3
21,0.0,RET_6,SKU_3
22,0.0,RET_6,SKU_3
23,0.0,RET_6,SKU_3
24,0.0,RET_6,SKU_3
25,0.0,RET_6,SKU_3
26,0.0,RET_6,SKU_3
27,0.0,RET_6,SKU_3
28,0.0,RET_6,SKU_3
29,0.0,RET_6,SKU_3
30,0.0,RET_6,SKU_3
31,0.0,RET_6,SKU_3
32,0.0,RET_6,SKU_3
33,0.0,RET_6,SKU_3
34,122.24643707510022,RET_6,SKU_3
35,0.0,RET_6,SKU_3
36,0.0,RET_6,SKU_3
37,0.0,RET_6,SKU_3
38,0.0,RET_6,SKU_3
39,0.0,RET_6,SKU_3
40,0.0,RET_6,SKU_3
41,0.0,RET_6,SKU_3
42,0.0,RET_6,SKU_3
43,0.0,RET_6,SKU_3
44,0.0,RET_6,SKU_3
45,137.99874974635634,RET_6,SKU_3
46,0.0,RET_6,SKU_3
47,0.0,RET_6,SKU_3
48,0.0,RET_6,SKU_3
49,129.24398813800008,RET_6,SKU_3
50,0.0,RET_6,SKU_3
51,0.0,RET_6,SKU_3
52,0.0,RET_6,SKU_3
